FromZone,ToZone,ArHour,Purpose,POE,Lane,Dir,OrigWght,RevWght
4660,5112,7,HBS,SY,General,SB,21.5,15.700501877234618
3998,5293,7,HBO,SY,General,SB,21.5,15.700501877234618
4661,5080,7,HBS,SY,General,SB,21.5,15.700501877234618
4162,4733,7,HBO,SY,General,SB,21.5,15.700501877234618
4637,4791,7,HBS,SY,General,SB,21.5,15.700501877234618
3589,5024,7,HBW,SY,General,SB,21.5,15.700501877234618
4662,4941,7,HBO,SY,General,SB,21.5,15.700501877234618
4443,4821,7,HBW,SY,General,SB,21.5,15.700501877234618
4664,4821,7,HBO,SY,General,SB,21.5,15.700501877234618
4443,5302,7,HBS,SY,General,SB,21.5,15.700501877234618
4661,5291,7,HBO,SY,General,SB,21.5,15.700501877234618
4145,4877,7,HBO,SY,General,SB,21.5,15.700501877234618
4660,4829,7,HBO,SY,General,SB,21.5,15.700501877234618
4664,4941,7,HBS,SY,General,SB,21.5,15.700501877234618
4660,4740,7,HBS,SY,General,SB,21.5,15.700501877234618
5289,4430,7,HBO,OM,Special,NB,69.3077,71.83573769924962
5208,3412,7,HBW,OM,Special,NB,69.3077,71.83573769924962
4889,4430,7,HBS,OM,Special,NB,69.3077,71.83573769924962
5283,4050,7,HBW,OM,Special,NB,69.3077,71.83573769924962
5045,4430,7,HBS,OM,Special,NB,69.3077,71.83573769924962
4984,4531,7,HBW,OM,Special,NB,69.3077,71.83573769924962
4876,4390,7,HBO,OM,Special,NB,69.3077,71.83573769924962
5283,3541,7,HBW,OM,Special,NB,69.3077,71.83573769924962
4904,4661,7,HBS,OM,Special,NB,69.3077,71.83573769924962
4887,4401,7,HBW,OM,Special,NB,69.3077,71.83573769924962
4733,3793,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4818,3522,7,HBW,SY,Special,NB,35.7105,71.83573769924962
5311,4662,7,HBO,SY,Special,NB,35.7105,71.83573769924962
5243,2054,7,HBO,SY,Special,NB,35.7105,71.83573769924962
5283,2827,7,HBW,SY,Special,NB,35.7105,71.83573769924962
5289,4430,7,HBO,SY,Special,NB,35.7105,71.83573769924962
4884,3338,7,HBW,SY,Special,NB,35.7105,71.83573769924962
5302,3595,7,HBS,SY,Special,NB,35.7105,71.83573769924962
5283,4430,7,HBS,SY,Special,NB,35.7105,71.83573769924962
4818,4526,7,HBS,SY,Special,NB,35.7105,71.83573769924962
5285,4608,7,HBS,SY,Special,NB,35.7105,71.83573769924962
5311,3948,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4890,4238,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4850,4457,7,HBO,SY,Special,NB,35.7105,71.83573769924962
4696,4503,7,HBS,SY,Special,NB,35.7105,71.83573769924962
4891,4277,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4732,4430,7,HBS,SY,Special,NB,35.7105,71.83573769924962
4733,4280,7,HBS,SY,Special,NB,35.7105,71.83573769924962
4728,4310,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4791,4616,7,HBO,SY,Special,NB,35.7105,71.83573769924962
4889,4646,7,HBW,SY,Special,NB,35.7105,71.83573769924962
4941,2479,7,HBW,SY,Special,NB,35.7105,71.83573769924962
5300,3316,8,HBW,OM,General,NB,3.3499,4.90833417030968
5064,3765,8,HBO,OM,General,NB,3.3499,4.90833417030968
5291,4591,8,HBW,OM,General,NB,3.3499,4.90833417030968
5289,4609,8,HBW,OM,General,NB,3.3499,4.90833417030968
4974,4608,8,HBW,OM,General,NB,3.3499,4.90833417030968
5199,3097,8,HBW,OM,General,NB,3.3499,4.90833417030968
4974,4629,8,HBW,OM,General,NB,3.3499,4.90833417030968
5042,4526,8,HBS,OM,General,NB,3.3499,4.90833417030968
5118,3522,8,HBO,OM,General,NB,3.3499,4.90833417030968
5030,2648,8,HBW,OM,General,NB,3.3499,4.90833417030968
5311,4296,8,HBS,OM,General,NB,3.3499,4.90833417030968
5124,4395,8,HBO,OM,General,NB,3.3499,4.90833417030968
4912,419,8,HBW,OM,General,NB,3.3499,4.90833417030968
5311,4447,8,HBW,OM,General,NB,3.3499,4.90833417030968
5311,4185,8,HBW,OM,General,NB,3.3499,4.90833417030968
4904,4447,8,HBW,OM,General,NB,3.3499,4.90833417030968
5304,4503,8,HBW,OM,General,NB,8.0316,4.90833417030968
4949,4643,8,HBW,OM,General,NB,8.0316,4.90833417030968
5297,4443,8,HBS,OM,General,NB,8.0316,4.90833417030968
4768,4443,8,HBS,OM,General,NB,8.0316,4.90833417030968
5311,4402,8,HBW,OM,General,NB,8.0316,4.90833417030968
5297,4629,8,HBW,OM,General,NB,8.0316,4.90833417030968
5124,4561,8,HBW,OM,General,NB,8.0316,4.90833417030968
4696,4347,8,HBW,OM,General,NB,8.0316,4.90833417030968
5305,4643,8,HBS,OM,General,NB,8.0316,4.90833417030968
5211,4202,8,HBO,OM,General,NB,8.0316,4.90833417030968
5030,4643,8,HBO,OM,General,NB,8.0316,4.90833417030968
5094,2674,8,HBW,OM,General,NB,8.0316,4.90833417030968
4820,4526,8,HBS,OM,General,NB,8.0316,4.90833417030968
5216,4503,8,HBS,OM,General,NB,8.0316,4.90833417030968
5297,4561,8,HBW,OM,General,NB,8.0316,4.90833417030968
5302,4646,8,HBS,OM,General,NB,8.0316,4.90833417030968
5298,4200,8,HBW,OM,General,NB,8.0316,4.90833417030968
5297,3600,8,HBW,OM,General,NB,8.0316,4.90833417030968
5087,4630,8,HBW,OM,General,NB,8.0316,4.90833417030968
5306,3588,8,HBW,OM,General,NB,8.0316,4.90833417030968
5112,4647,8,HBW,OM,General,NB,8.0316,4.90833417030968
4878,4644,8,HBW,OM,General,NB,8.0316,4.90833417030968
5064,4430,8,HBS,OM,General,NB,8.0316,4.90833417030968
5085,4378,8,HBW,OM,General,NB,8.0316,4.90833417030968
5297,4568,8,HBS,OM,General,NB,8.0316,4.90833417030968
5311,4660,8,HBS,OM,General,NB,8.0316,4.90833417030968
5302,4664,8,HBS,OM,General,NB,8.0316,4.90833417030968
4737,4642,8,HBW,SY,General,NB,3.5339,3.5461451326000932
4723,4050,8,HBO,SY,General,NB,3.5339,3.5461451326000932
4829,4661,8,HBS,SY,General,NB,3.5339,3.5461451326000932
4904,4208,8,HBW,SY,General,NB,3.5339,3.5461451326000932
4904,4347,8,HBS,SY,General,NB,3.5339,3.5461451326000932
5283,4407,8,HBW,SY,General,NB,3.5339,3.5461451326000932
5023,4339,8,HBS,SY,General,NB,3.5339,3.5461451326000932
4941,3857,8,HBO,SY,General,NB,3.5339,3.5461451326000932
5311,4590,8,HBO,SY,General,NB,3.5339,3.5461451326000932
4737,4453,8,HBW,SY,General,NB,3.5339,3.5461451326000932
4736,4430,8,HBS,SY,General,NB,3.5339,3.5461451326000932
4818,4339,8,HBS,SY,General,NB,3.5339,3.5461451326000932
5064,4430,8,HBS,SY,General,NB,3.5339,3.5461451326000932
5064,4297,8,HBO,SY,General,NB,3.5339,3.5461451326000932
4829,3347,8,HBO,SY,General,NB,3.5339,3.5461451326000932
4984,4637,8,HBW,SY,General,NB,3.5339,3.5461451326000932
4889,4430,8,HBS,SY,General,NB,3.5339,3.5461451326000932
5268,4430,8,HBW,SY,General,NB,3.5339,3.5461451326000932
4806,3263,8,HBO,SY,General,NB,3.5339,3.5461451326000932
4878,4430,8,HBS,SY,General,NB,3.5339,3.5461451326000932
4907,3521,8,HBO,SY,General,NB,3.5339,3.5461451326000932
5289,3085,8,HBS,SY,General,NB,3.5339,3.5461451326000932
5289,3857,8,HBW,SY,General,NB,3.5339,3.5461451326000932
5285,4430,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5306,4551,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4912,4664,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4961,4596,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5311,4663,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5291,3085,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4789,4661,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4818,4662,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4736,3951,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5304,4443,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4829,4295,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5273,4646,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5283,4529,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4732,4295,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5124,4661,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5012,4460,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5046,4661,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4890,4324,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4941,4661,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5297,3795,8,HBO,SY,General,NB,7.6573,3.5461451326000932
4818,4529,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5299,4430,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5283,4660,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5064,4308,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4970,4553,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4829,4131,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5297,4503,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4689,4661,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5271,3056,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4737,4430,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4941,4551,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5303,4664,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5064,4637,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4430,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4660,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4646,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4490,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4413,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4443,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,3698,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4503,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,2412,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4646,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4661,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4277,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4642,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5285,4472,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5064,4339,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4280,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4646,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,2730,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4664,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4664,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4205,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4430,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5064,4664,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4829,4202,8,HBO,SY,General,NB,7.6573,3.5461451326000932
4842,3931,8,HBO,SY,General,NB,7.6573,3.5461451326000932
4946,4202,8,HBO,SY,General,NB,7.6573,3.5461451326000932
4723,4374,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5023,4529,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4833,4662,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5122,4072,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5301,4128,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5301,4662,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4829,4661,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4821,4339,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4946,4662,8,HBO,SY,General,NB,7.6573,3.5461451326000932
5283,4616,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4786,4660,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5221,2479,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5281,4661,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5283,4116,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4878,4033,8,HBW,SY,General,NB,7.6573,3.5461451326000932
4789,4033,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5302,4661,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4829,4443,8,HBW,SY,General,NB,7.6573,3.5461451326000932
5311,4296,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4829,4033,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5294,4503,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4968,4662,8,HBO,SY,General,NB,7.6573,3.5461451326000932
4950,4475,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5064,4456,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5297,4026,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5297,4443,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5311,4430,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5023,4645,8,HBS,SY,General,NB,7.6573,3.5461451326000932
5311,4529,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4889,4503,8,HBS,SY,General,NB,7.6573,3.5461451326000932
4503,4696,8,HBS,OM,General,SB,34.1111,18.467291338684017
4616,5291,8,HBO,OM,General,SB,34.1111,18.467291338684017
4430,5297,8,HBS,OM,General,SB,34.1111,18.467291338684017
4646,5211,8,HBS,OM,General,SB,34.1111,18.467291338684017
4236,4778,8,HBO,OM,General,SB,34.1111,18.467291338684017
4624,5030,8,HBW,OM,General,SB,34.1111,18.467291338684017
4459,5262,8,HBO,OM,General,SB,34.1111,18.467291338684017
3014,5042,8,HBW,OM,General,SB,34.1111,18.467291338684017
4544,5299,8,HBW,OM,General,SB,34.1111,18.467291338684017
4106,4893,8,HBO,SY,General,SB,21.5,18.467291338684017
4660,4904,8,HBO,SY,General,SB,21.5,18.467291338684017
4475,4906,8,HBW,SY,General,SB,21.5,18.467291338684017
2756,4780,8,HBW,SY,General,SB,21.5,18.467291338684017
4430,4890,8,HBS,SY,General,SB,21.5,18.467291338684017
3975,5283,8,HBS,SY,General,SB,21.5,18.467291338684017
4430,5030,8,HBW,SY,General,SB,21.5,18.467291338684017
4347,5030,8,HBS,SY,General,SB,21.5,18.467291338684017
3074,4728,8,HBS,SY,General,SB,21.5,18.467291338684017
4365,5190,8,HBO,SY,General,SB,21.5,18.467291338684017
4430,4728,8,HBS,SY,General,SB,21.5,18.467291338684017
4646,5120,8,HBW,SY,General,SB,21.5,18.467291338684017
4238,4927,8,HBO,SY,General,SB,21.5,18.467291338684017
4448,4890,8,HBS,SY,General,SB,21.5,18.467291338684017
4238,5224,8,HBS,SY,General,SB,21.5,18.467291338684017
4664,4941,8,HBS,SY,General,SB,21.5,18.467291338684017
4430,5064,8,HBW,SY,General,SB,21.5,18.467291338684017
4453,5311,8,HBS,SY,General,SB,21.5,18.467291338684017
4202,4829,8,HBO,SY,General,SB,21.5,18.467291338684017
3798,5297,8,HBO,SY,General,SB,21.5,18.467291338684017
4308,5306,8,HBO,SY,General,SB,21.5,18.467291338684017
4503,4842,8,HBW,SY,General,SB,21.5,18.467291338684017
4661,5222,8,HBO,SY,General,SB,21.5,18.467291338684017
4443,5311,8,HBS,SY,General,SB,21.5,18.467291338684017
4399,4941,8,HBO,SY,General,SB,21.5,18.467291338684017
4443,5012,8,HBS,SY,General,SB,21.5,18.467291338684017
4503,5298,8,HBO,SY,General,SB,21.5,18.467291338684017
4664,5172,8,HBS,SY,General,SB,21.5,18.467291338684017
4238,4802,8,HBW,SY,General,SB,21.5,18.467291338684017
4664,5283,8,HBO,SY,General,SB,21.5,18.467291338684017
4430,4969,8,HBS,SY,General,SB,21.5,18.467291338684017
4430,5311,8,HBS,SY,General,SB,21.5,18.467291338684017
4490,4877,8,HBW,SY,General,SB,21.5,18.467291338684017
3798,4849,8,HBS,SY,General,SB,21.5,18.467291338684017
4346,4842,8,HBW,SY,General,SB,21.5,18.467291338684017
4662,4878,8,HBW,SY,General,SB,21.5,18.467291338684017
4645,5122,8,HBS,SY,General,SB,21.5,18.467291338684017
2626,4914,8,HBO,SY,General,SB,21.5,18.467291338684017
4503,4889,8,HBS,SY,General,SB,21.5,18.467291338684017
4503,4791,8,HBW,SY,General,SB,21.5,18.467291338684017
2376,5301,8,HBO,SY,General,SB,21.5,18.467291338684017
4443,5172,8,HBS,SY,General,SB,21.5,18.467291338684017
4280,5107,8,HBO,SY,General,SB,21.5,18.467291338684017
3085,4971,8,HBW,SY,General,SB,21.5,18.467291338684017
3537,5173,8,HBS,SY,General,SB,21.5,18.467291338684017
4651,5306,8,HBS,SY,General,SB,21.5,18.467291338684017
4556,4829,8,HBO,SY,General,SB,21.5,18.467291338684017
4646,5080,8,HBS,SY,General,SB,21.5,18.467291338684017
4332,4733,8,HBS,SY,General,SB,21.5,18.467291338684017
4664,4907,8,HBS,SY,General,SB,21.5,18.467291338684017
4662,4946,8,HBO,SY,General,SB,21.5,18.467291338684017
4662,4737,8,HBS,SY,General,SB,21.5,18.467291338684017
4662,4984,8,HBW,SY,General,SB,21.5,18.467291338684017
4662,4829,8,HBW,SY,General,SB,21.5,18.467291338684017
3011,4842,8,HBO,SY,General,SB,21.5,18.467291338684017
4637,5233,8,HBS,SY,General,SB,21.5,18.467291338684017
2921,4971,8,HBO,SY,General,SB,21.5,18.467291338684017
4661,4978,8,HBS,SY,General,SB,21.5,18.467291338684017
4662,4829,8,HBW,SY,General,SB,21.5,18.467291338684017
4662,5190,8,HBS,SY,General,SB,21.5,18.467291338684017
5304,4591,8,HBW,OM,Special,NB,69.3077,63.49138757588511
5299,2480,8,HBW,OM,Special,NB,69.3077,63.49138757588511
5289,4321,8,HBW,OM,Special,NB,69.3077,63.49138757588511
4830,4223,8,HBO,OM,Special,NB,69.3077,63.49138757588511
5303,4643,8,HBW,OM,Special,NB,69.3077,63.49138757588511
5311,4526,8,HBS,OM,Special,NB,69.3077,63.49138757588511
5216,4630,8,HBS,OM,Special,NB,69.3077,63.49138757588511
5297,4630,8,HBO,OM,Special,NB,69.3077,63.49138757588511
5302,4541,8,HBW,OM,Special,NB,69.3077,63.49138757588511
5304,4430,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5311,4503,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5306,4280,8,HBW,SY,Special,NB,35.7105,63.49138757588511
4961,4529,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5283,4613,8,HBO,SY,Special,NB,35.7105,63.49138757588511
4696,4577,8,HBO,SY,Special,NB,35.7105,63.49138757588511
4829,4443,8,HBW,SY,Special,NB,35.7105,63.49138757588511
5311,4613,8,HBO,SY,Special,NB,35.7105,63.49138757588511
5311,4502,8,HBO,SY,Special,NB,35.7105,63.49138757588511
4961,4413,8,HBS,SY,Special,NB,35.7105,63.49138757588511
4941,4475,8,HBW,SY,Special,NB,35.7105,63.49138757588511
5299,4430,8,HBS,SY,Special,NB,35.7105,63.49138757588511
4961,4443,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5302,4390,8,HBS,SY,Special,NB,35.7105,63.49138757588511
4907,4430,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5038,4642,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5285,4642,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5306,4500,8,HBS,SY,Special,NB,35.7105,63.49138757588511
4727,4663,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5311,4503,8,HBW,SY,Special,NB,35.7105,63.49138757588511
4737,4503,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5306,4394,8,HBO,SY,Special,NB,35.7105,63.49138757588511
5249,4377,8,HBO,SY,Special,NB,35.7105,63.49138757588511
5064,4235,8,HBW,SY,Special,NB,35.7105,63.49138757588511
5311,4664,8,HBO,SY,Special,NB,35.7105,63.49138757588511
4829,4280,8,HBW,SY,Special,NB,35.7105,63.49138757588511
5173,4646,8,HBS,SY,Special,NB,35.7105,63.49138757588511
5302,4429,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4737,3512,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5206,4503,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4912,2424,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5289,3865,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5283,4526,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4737,4526,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5012,4526,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,3765,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5124,4430,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,4430,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,3990,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5145,4475,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5265,4233,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,4611,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5262,3522,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4740,4503,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5064,4503,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5122,3335,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5289,4050,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4818,4629,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5302,4551,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,3864,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,4390,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5299,4531,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5259,4472,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5303,4589,9,HBW,OM,General,NB,3.3499,1.3739521706605842
4778,4430,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5283,4661,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5289,4073,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5289,4647,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5298,2224,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5289,4430,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4961,4419,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5303,4430,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4830,3725,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5289,1165,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5299,2451,9,HBW,OM,General,NB,3.3499,1.3739521706605842
4829,4642,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5283,4480,9,HBW,OM,General,NB,3.3499,1.3739521706605842
4821,3170,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5082,4661,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4904,4344,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4904,4256,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5289,2877,9,HBW,OM,General,NB,3.3499,1.3739521706605842
4891,4407,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5311,4526,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,4650,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5289,3663,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4850,4544,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5291,4430,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5122,4336,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5300,4526,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5302,4531,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4904,4430,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5208,4339,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5311,4208,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,4503,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4806,4312,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5283,4545,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4830,4661,9,HBO,OM,General,NB,3.3499,1.3739521706605842
4829,4522,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5289,4430,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5285,4651,9,HBO,OM,General,NB,3.3499,1.3739521706605842
5285,4516,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5183,4208,9,HBS,OM,General,NB,3.3499,1.3739521706605842
5289,3589,9,HBS,OM,General,NB,3.3499,1.3739521706605842
4921,4325,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5304,4480,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5299,4475,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5302,4407,9,HBW,OM,General,NB,3.3499,1.3739521706605842
5076,4029,9,HBW,OM,General,NB,3.3499,1.3739521706605842
4737,4651,9,HBO,SY,General,NB,3.5339,2.532389319108812
5124,3721,9,HBO,SY,General,NB,3.5339,2.532389319108812
5304,4347,9,HBW,SY,General,NB,3.5339,2.532389319108812
4768,4661,9,HBS,SY,General,NB,3.5339,2.532389319108812
4974,4430,9,HBS,SY,General,NB,3.5339,2.532389319108812
4912,4430,9,HBS,SY,General,NB,3.5339,2.532389319108812
4818,4430,9,HBS,SY,General,NB,3.5339,2.532389319108812
5283,4430,9,HBS,SY,General,NB,3.5339,2.532389319108812
4890,4142,9,HBO,SY,General,NB,3.5339,2.532389319108812
4818,4430,9,HBW,SY,General,NB,3.5339,2.532389319108812
5285,4661,9,HBS,SY,General,NB,3.5339,2.532389319108812
4737,4590,9,HBO,SY,General,NB,3.5339,2.532389319108812
4878,4503,9,HBS,SY,General,NB,3.5339,2.532389319108812
4829,4474,9,HBS,SY,General,NB,3.5339,2.532389319108812
4829,4430,9,HBW,SY,General,NB,3.5339,2.532389319108812
4904,4661,9,HBO,SY,General,NB,3.5339,2.532389319108812
5283,4339,9,HBW,SY,General,NB,3.5339,2.532389319108812
5311,4430,9,HBW,SY,General,NB,3.5339,2.532389319108812
4736,3085,9,HBS,SY,General,NB,3.5339,2.532389319108812
4737,4339,9,HBO,SY,General,NB,3.5339,2.532389319108812
5242,3973,9,HBW,SY,General,NB,3.5339,2.532389319108812
4821,3038,9,HBW,SY,General,NB,3.5339,2.532389319108812
5304,4430,9,HBS,SY,General,NB,3.5339,2.532389319108812
4780,4661,9,HBW,SY,General,NB,3.5339,2.532389319108812
4791,4469,9,HBS,SY,General,NB,3.5339,2.532389319108812
4890,4503,9,HBS,SY,General,NB,3.5339,2.532389319108812
4815,4502,9,HBO,SY,General,NB,3.5339,2.532389319108812
5311,4202,9,HBO,SY,General,NB,3.5339,2.532389319108812
5311,4526,9,HBS,SY,General,NB,3.5339,2.532389319108812
5226,4661,9,HBW,SY,General,NB,3.5339,2.532389319108812
5302,4531,9,HBW,SY,General,NB,3.5339,2.532389319108812
4842,4080,9,HBW,SY,General,NB,3.5339,2.532389319108812
5285,4596,9,HBO,SY,General,NB,3.5339,2.532389319108812
5300,4185,9,HBS,SY,General,NB,3.5339,2.532389319108812
5087,4469,9,HBO,SY,General,NB,3.5339,2.532389319108812
4710,4661,9,HBS,SY,General,NB,3.5339,2.532389319108812
4904,4453,9,HBS,SY,General,NB,3.5339,2.532389319108812
4737,3801,9,HBO,SY,General,NB,3.5339,2.532389319108812
