Time,POE,Lane,Open,Stacked,Volume,Capacity,Unmet,Wait Time,NB POV Toll,NB Trk Toll,SB POV Toll,SB Trk Toll
20,"OM","POV_SB",2.000000,0.000000,5958.738270,1536.000000,4422.738270,86.381607,0.000000,0.000000,0.000000,0.000000
20,"OM","COM_GP",6.000000,0.000000,441.522649,138.000000,303.522649,65.983185,0.000000,0.000000,0.000000,0.000000
20,"OM","COM_SP",4.000000,0.000000,172.254027,92.000000,80.254027,26.169791,0.000000,0.000000,0.000000,0.000000
20,"OM","COM_SB",4.000000,0.000000,196.832158,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,"SY","POV_GP",5.000000,5.000000,1091.413561,390.000000,701.413561,53.954889,0.000000,0.000000,0.000000,0.000000
21,"SY","POV_RE",9.000000,9.000000,1452.593034,783.000000,669.593034,25.654906,0.000000,0.000000,0.000000,0.000000
21,"SY","POV_SE",6.000000,0.000000,871.537898,696.000000,175.537898,7.566289,0.000000,0.000000,0.000000,0.000000
21,"SY","POV_SB",5.000000,0.000000,2689.551279,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,"OM","POV_GP",4.000000,0.000000,594.166160,240.000000,354.166160,44.270770,0.000000,0.000000,0.000000,0.000000
21,"OM","POV_RE",6.000000,0.000000,760.353940,474.000000,286.353940,18.123667,0.000000,0.000000,0.000000,0.000000
21,"OM","POV_SE",2.000000,0.000000,264.175695,250.000000,14.175695,1.701083,0.000000,0.000000,0.000000,0.000000
21,"OM","POV_SB",2.000000,0.000000,5228.446435,1536.000000,3692.446435,72.118094,0.000000,0.000000,0.000000,0.000000
21,"OM","COM_GP",6.000000,0.000000,303.522649,138.000000,165.522649,35.983185,0.000000,0.000000,0.000000,0.000000
21,"OM","COM_SP",4.000000,0.000000,117.537461,92.000000,25.537461,8.327433,0.000000,0.000000,0.000000,0.000000
21,"OM","COM_SB",4.000000,0.000000,0.000000,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,"SY","POV_GP",6.000000,6.000000,1132.315374,468.000000,664.315374,42.584319,0.000000,0.000000,0.000000,0.000000
22,"SY","POV_RE",9.000000,9.000000,1440.576318,783.000000,657.576318,25.194495,0.000000,0.000000,0.000000,0.000000
22,"SY","POV_SE",5.000000,0.000000,768.822558,580.000000,188.822558,9.766684,0.000000,0.000000,0.000000,0.000000
22,"SY","POV_SB",5.000000,0.000000,2376.982867,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,"OM","POV_GP",2.000000,0.000000,388.482273,120.000000,268.482273,67.120568,0.000000,0.000000,0.000000,0.000000
22,"OM","POV_RE",4.000000,0.000000,570.098988,316.000000,254.098988,24.123322,0.000000,0.000000,0.000000,0.000000
22,"OM","POV_SE",0.000000,0.000000,14.175695,1.000000,13.175695,395.270846,0.000000,0.000000,0.000000,0.000000
22,"OM","POV_SB",2.000000,0.000000,4073.103881,1536.000000,2537.103881,49.552810,0.000000,0.000000,0.000000,0.000000
22,"OM","COM_GP",4.000000,0.000000,165.522649,92.000000,73.522649,23.974777,0.000000,0.000000,0.000000,0.000000
22,"OM","COM_SP",1.000000,0.000000,25.537461,23.000000,2.537461,3.309732,0.000000,0.000000,0.000000,0.000000
22,"OM","COM_SB",4.000000,0.000000,0.000000,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,"SY","POV_GP",5.000000,5.000000,989.563800,390.000000,599.563800,46.120292,0.000000,0.000000,0.000000,0.000000
23,"SY","POV_RE",7.000000,7.000000,1144.803142,609.000000,535.803142,26.394243,0.000000,0.000000,0.000000,0.000000
23,"SY","POV_SE",4.000000,0.000000,603.818062,464.000000,139.818062,9.039961,0.000000,0.000000,0.000000,0.000000
23,"SY","POV_SB",5.000000,0.000000,1861.510685,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,"OM","POV_GP",2.000000,0.000000,309.349676,120.000000,189.349676,47.337419,0.000000,0.000000,0.000000,0.000000
23,"OM","POV_RE",4.000000,0.000000,566.060221,316.000000,250.060221,23.739894,0.000000,0.000000,0.000000,0.000000
23,"OM","POV_SE",0.000000,0.000000,13.175695,1.000000,12.175695,365.270846,0.000000,0.000000,0.000000,0.000000
23,"OM","POV_SB",2.000000,0.000000,2765.276286,1536.000000,1229.276286,24.009302,0.000000,0.000000,0.000000,0.000000
23,"OM","COM_GP",2.000000,0.000000,73.522649,46.000000,27.522649,17.949554,0.000000,0.000000,0.000000,0.000000
23,"OM","COM_SP",1.000000,0.000000,2.537461,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,"OM","COM_SB",4.000000,0.000000,0.000000,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,"SY","POV_GP",5.000000,5.000000,858.213999,390.000000,468.213999,36.016461,0.000000,0.000000,0.000000,0.000000
24,"SY","POV_RE",7.000000,7.000000,995.433895,609.000000,386.433895,19.036152,0.000000,0.000000,0.000000,0.000000
24,"SY","POV_SE",3.000000,0.000000,411.757878,348.000000,63.757878,5.496369,0.000000,0.000000,0.000000,0.000000
24,"SY","POV_SB",5.000000,0.000000,1015.854277,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,"OM","POV_GP",2.000000,0.000000,258.468534,120.000000,138.468534,34.617133,0.000000,0.000000,0.000000,0.000000
24,"OM","POV_RE",4.000000,0.000000,505.410639,316.000000,189.410639,17.982023,0.000000,0.000000,0.000000,0.000000
24,"OM","POV_SE",0.000000,0.000000,12.175695,1.000000,11.175695,335.270846,0.000000,0.000000,0.000000,0.000000
24,"OM","POV_SB",2.000000,0.000000,1562.239758,1536.000000,26.239758,0.512495,0.000000,0.000000,0.000000,0.000000
24,"OM","COM_GP",1.000000,0.000000,27.522649,23.000000,4.522649,5.899108,0.000000,0.000000,0.000000,0.000000
24,"OM","COM_SP",1.000000,0.000000,0.000000,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,"OM","COM_SB",4.000000,0.000000,0.000000,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
